Title,Min Compensation,Max Compensation,Referral Bonus,Referral Link,Number of Openings,Full Job Description
Meteorologist Expert,30,50,300,https://jobs.micro1.ai/post/9f67d7e5-79ce-4c5d-baf3-89cd657d7bde?referralCode=61d1e811-aef5-4ec1-b95e-4ddeef056fa9&utm_source=referral&utm_medium=share&utm_campaign=job_referral,10,"Job Title: Meteorologist Expert

Job Type: Contractual

Location: Remote

About Us

micro1 is a data engine that helps AI labs train foundational models and enterprises build AI agents. We provide frontier evaluations and reinforcement learning environments used to improve LLM capabilities, as well as contextual evaluations used to monitor and improve AI agents in enterprise settings. Our data engine includes an AI recruiter agent that sources and vets domain experts, a data platform that enables rapid production of high-quality training data, and a pipeline performance system that ensures both quality and velocity.

Job Summary

Join our customer’s team as a Meteorologist Expert and play a critical role in advancing AI systems’ understanding of meteorological data and phenomena. This unique opportunity allows you to directly shape the accuracy and capabilities of next-generation weather-related AI through your expertise in atmospheric sciences.

Key Responsibilities

- Analyze and interpret complex weather systems, atmospheric patterns, and data for AI training purposes.
- Review and annotate weather maps, satellite imagery, and radar data with a high degree of accuracy.
- Collaborate with AI engineering teams to provide expert insights on meteorological processes and data interpretation.
- Develop and refine guidelines for best practices in labeling and categorizing weather phenomena for machine learning applications.
- Evaluate AI model outputs, offering constructive feedback and suggestions for enhancement.
- Communicate findings and recommendations clearly via written reports and virtual meetings.
- Stay updated with the latest advancements in meteorology and incorporate relevant knowledge into project work.

Required Skills and Qualifications

- Professional experience in meteorology or a closely related field.
- In-depth knowledge of weather systems and atmospheric processes.
- Demonstrated ability to analyze weather maps, satellite images, and radar data.
- Strong written and verbal communication skills, with a focus on clarity and detail.
- Experience collaborating in remote, interdisciplinary teams.
- Proficient in interpreting and annotating meteorological datasets for technical or research purposes.
- Detail-oriented approach and a passion for data accuracy in scientific contexts.

Preferred Qualifications

- Previous involvement in AI, machine learning, or data science projects related to meteorology.
- Experience developing educational or training materials for meteorological concepts.
- Advanced degree in Meteorology, Atmospheric Science, or a related discipline."
Product Validation Expert,50,55,100,https://jobs.micro1.ai/post/5b610ad6-c803-4719-b078-492efe094ff8?referralCode=61d1e811-aef5-4ec1-b95e-4ddeef056fa9&utm_source=referral&utm_medium=share&utm_campaign=job_referral,47,"Job Title: Product Validation Expert

Job Type: Contract (Full-time or Part-time)

Location: Remote

Job Summary:

Join our customer's team as a Product Validation Expert and play a key role in ensuring that a widely used AI-powered consumer product deliver safe, accurate, and helpful experiences. You will design and implement evaluation processes to understand user perceptions.

Key Responsibilities:

- Design and develop robust rubrics for evaluating AI model outputs from a user experience (UX) perspective.
- Receive, analyze, and execute evaluation tasks focused on identifying potential issues that could lead to a poor user experience of this AI product.
- Collaborate closely with cross-functional teams to define and refine product validation criteria and safety standards.
- Translate user insights into actionable feedback for model improvement, focusing on accuracy, safety, and helpfulness.
- Document findings and recommendations with clarity, ensuring stakeholders understand the impact on end-user satisfaction.
- Continuously monitor evolving AI product usage and proactively identify emerging risks or concerns from a UX point of view.

Required Skills and Qualifications:

- Exceptional written and verbal communication skills, with a strong emphasis on clarity and precision.
- Ability to develop and apply evaluative frameworks that balance user experience, safety, and product performance.
- Strong analytical mindset and attention to detail when assessing user risks or usability issues.
- Comfort collaborating with diverse teams and adapting to fast-changing project requirements.
- Proficiency in documenting complex findings in a user-friendly and actionable manner.
- Ability to commit at least 15 hours per week to sharing experiences and tasks.

Preferred Qualifications:

- Familiarity with current widely used AI consumer products and their typical user journeys."
Hindi Bilingual Expert,45,95,100,https://jobs.micro1.ai/post/eabecb9b-6ee6-4837-96bf-b0afad48178a?referralCode=61d1e811-aef5-4ec1-b95e-4ddeef056fa9&utm_source=referral&utm_medium=share&utm_campaign=job_referral,50,"Job Title: Hindi Bilingual Expert

Job Type: Contract (Full-time or Part-time)

Location: Remote

Job Summary

Join our customer's team as a Hindi Bilingual Expert, where your linguistic expertise will drive impactful language solutions. You will play a critical role in transcribing, analyzing, and enhancing content, leveraging your advanced proficiency in both Hindi and English. Bring your passion for languages and attention to detail to an environment that values communication excellence and cultural nuance.

Key Responsibilities

- Transcribe video content accurately in Hindi, annotating and outlining precise timestamps.
- Describe and analyze speaker emotionality, tone, and intent in both written and spoken communications.
- Provide comprehensive grammatical and conceptual analysis of Hindi language usage.
- Define complex words and phrases, offering clear conceptual explanations for language tasks.
- Create detailed language reports and summaries to support project objectives and customer needs.
- Collaborate with a cross-functional team to ensure linguistic consistency and high-quality output.
- Commit to a minimum of 15 hours per week, delivering timely and insightful results.

Required Skills and Qualifications

- Native or near-native fluency in both Hindi and English, with a strong command of grammar and syntax.
- Exceptional written and verbal communication skills, with a keen eye for detail.
- Proven experience with transcription, annotation, or linguistic analysis tasks.
- Ability to identify and articulate emotional tone and intent in multimedia content.
- Advanced analytical skills, with the ability to deconstruct language at a conceptual level.
- Self-motivated, reliable, and able to manage time effectively in a remote work setting.
- Comfortable working with complex language tasks and adapting to evolving project requirements.

Preferred Qualifications

- Background in linguistics, translation, or language education.
- Experience with cross-linguistic analysis and cultural context evaluation.
- Familiarity with digital transcription and annotation tools."
Medical Sonographer,50,80,300,https://jobs.micro1.ai/post/f449e853-368d-4151-ae39-d1bb95b387e5?referralCode=61d1e811-aef5-4ec1-b95e-4ddeef056fa9&utm_source=referral&utm_medium=share&utm_campaign=job_referral,50,"Job Title: Medical Sonographer

Job Type: Clinical Imaging

Location: Remote

Job Summary:

Join our customer’s team as a dedicated Medical Sonographer and play a vital role in delivering high-quality diagnostic imaging from the comfort of your own location. You will be responsible for producing and interpreting ultrasound images, collaborating closely with physicians, and ensuring each patient’s safety and comfort throughout the examination process.

Key Responsibilities:

- Observe and care for patients during ultrasounds, ensuring their safety, comfort, and privacy at all times.
- Operate ultrasound equipment to produce clear and accurate images of organs, tissues, blood flow, and bodily masses.
- Select appropriate equipment settings and patient positions to obtain optimal imaging angles and diagnostic details.
- Provide comprehensive sonograms and detailed oral or written technical summaries to physicians for diagnostic purposes.
- Maintain accurate records of procedures, patient information, and imaging findings.
- Communicate effectively with both patients and healthcare professionals, demonstrating empathy and professionalism.
- Stay informed about advancements in ultrasound technology and best practices within the field.

Required Skills and Qualifications:

- Credentialed Medical Sonographer (e.g., ARDMS, ARRT(S), or equivalent certification).
- Proven experience operating ultrasound and imaging equipment in a clinical or remote setting.
- Exceptional written and verbal communication skills, with clear attention to patient care and documentation.
- Strong knowledge of anatomy, physiology, and medical terminology related to sonography.
- Ability to analyze and interpret diagnostic data to support clinical decision-making.
- Commitment to patient safety, ethical standards, and maintaining patient confidentiality.
- Tech-savvy, with the ability to troubleshoot imaging equipment and use telehealth platforms efficiently.

Preferred Qualifications:

- Experience providing remote or tele-sonography services.
- Advanced certifications or cross-training in additional sonography specialties (e.g., vascular, cardiac, OB/GYN).
- Previous experience working in a collaborative, multidisciplinary healthcare environment."
"Compensation, Benefits, and Job Analysis Specialist",59,111,300,https://jobs.micro1.ai/post/00431897-9181-43e9-9afd-1a29e02ee7bd?referralCode=61d1e811-aef5-4ec1-b95e-4ddeef056fa9&utm_source=referral&utm_medium=share&utm_campaign=job_referral,1,"Job Title: Compensation, Benefits, and Job Analysis Specialist

Job Type: Contract

Location: Remote

Job Summary:

Join our customer's team as a Compensation, Benefits, and Job Analysis Specialist, where you will bridge the worlds of HR expertise and artificial intelligence. In this dynamic remote role, you will leverage your deep knowledge of compensation, benefits, and compliance to develop and train advanced AI models, while also driving HR excellence within a future-focused organization.

Key Responsibilities:

- Train AI models using real-world scenarios and HR expertise to continuously improve their accuracy and relevance.
- Administer employee insurance, pension, and savings plans, coordinating with insurance brokers and plan carriers to maximize value for staff.
- Ensure full company compliance with federal and state laws, handling reporting requirements efficiently and accurately.
- Research and analyze current employee benefit programs and health and safety practices, recommending and implementing innovative improvements.
- Advise managers and employees on complex employment regulations, collective agreements, and personnel procedures, ensuring clarity and compliance.
- Plan, develop, and deliver comprehensive training curricula and materials to enhance the knowledge of both employees and AI systems.
- Serve as a trusted HR resource, providing up-to-date insights on benefit and compensation policies, best practices, and regulatory changes.

Required Skills and Qualifications:

- Proven experience in compensation, benefits administration, and job analysis within HR functions.
- Demonstrated ability to interpret, apply, and communicate state and federal employment laws and regulations.
- Exceptional written and verbal communication skills with a strong attention to detail.
- Experience collaborating with insurance brokers, plan carriers, and cross-functional HR teams.
- Ability to research, analyze, and recommend improvements to HR policies and practices.
- Strong organizational and time management skills with a proactive, solution-oriented mindset.
- Tech-savvy with a willingness to learn and contribute to AI model training initiatives.

Preferred Qualifications:

- Experience in AI training, HRIS systems, or related technology-driven HR initiatives.
- Familiarity with union environments, collective bargaining agreements, and classification programs.
- Background in curriculum development or adult learning methodologies in a corporate setting."
"Sociology Teacher, Postsecondary",45,75,300,https://jobs.micro1.ai/post/efe48ca9-fd6d-4ada-89a2-db65f4828192?referralCode=61d1e811-aef5-4ec1-b95e-4ddeef056fa9&utm_source=referral&utm_medium=share&utm_campaign=job_referral,1,"Job Title: Sociology Teacher, Postsecondary

Job Type: AI Training, Postsecondary Education. Part-time or Full-time, contract

Location: Remote

Job Summary

Join our customer's team as a Sociology Teachers, Postsecondary and play a pivotal role in shaping the future of AI-driven education. You will leverage your expertise in sociology and teaching to train advanced AI models, ensuring their capability to understand, analyze, and generate high-quality sociological content. This unique opportunity allows you to combine your passion for teaching and research with cutting-edge technology, all from the comfort of your own workspace.

Key Responsibilities

- Teach and develop engaging courses in sociology through AI training initiatives focused on both undergraduate and graduate-level content.
- Evaluate, review, and grade AI-generated class work, assignments, and simulated papers for sociological accuracy and depth.
- Prepare and deliver detailed lectures, learning modules, and case studies on topics such as race and ethnic relations, social measurement, and workplace social dynamics.
- Compile, administer, and oversee virtual examinations, collaborating with AI teams to ensure robust assessment capabilities.
- Initiate, facilitate, and moderate online classroom discussions to train AI models in nuanced social interactions.
- Design and refine course materials, including syllabi, handouts, and homework assignments, to be utilized by AI-driven educational tools.
- Collaborate with researchers and developers to continuously improve AI’s understanding and output in the field of sociology.

Required Skills and Qualifications

- Advanced degree in Sociology or a closely related field.
- Demonstrated postsecondary teaching experience, with a strong record of both instruction and research.
- Exceptional written and verbal communication skills, with an emphasis on clarity, empathy, and precision.
- Proven ability to develop and assess educational materials and assignments aligned with academic standards.
- Familiarity with virtual learning environments and digital content creation.
- Strong analytical and evaluative skills, particularly in reviewing qualitative and quantitative sociological work.
- Adaptability and enthusiasm for leveraging new technologies in educational settings.

Preferred Qualifications

- Experience training or collaborating with AI or machine learning projects.
- Background in interdisciplinary research, particularly integrating sociology with technology or data science.
- Track record of innovative online or remote teaching methodologies."
"Special Education Teacher, Preschool",50,100,100,https://jobs.micro1.ai/post/1bd237dc-e687-4b20-a565-ec6265b8ce7f?referralCode=61d1e811-aef5-4ec1-b95e-4ddeef056fa9&utm_source=referral&utm_medium=share&utm_campaign=job_referral,40,"Job Title: Special Education Teachers, Preschool

Job Type: AI Training & Data Annotation

Location: Remote

Job Summary

Join our customer's team as a Special Education Teacher, Preschool, and play a pivotal role in advancing the next generation of AI technology. In this unique position, you'll apply your expertise in early childhood special education to help train AI models, ensuring digital tools reflect the real-world nuances of preschool special education teaching. This is an exciting opportunity to bridge innovative technology and specialized educational practice, all from the comfort of your home.

Key Responsibilities

- Leverage your experience in preschool special education to review, analyze, and provide feedback on AI-generated content and data.
- Provide detailed written evaluations to improve AI understanding of best practices, strategies, and terminology in preschool special education.
- Collaborate with interdisciplinary teams to refine AI models, ensuring accurate representation of classroom scenarios and instructional strategies.
- Assist in developing and curating educational scenarios and instructional materials relevant to the preschool special education setting.
- Maintain up-to-date knowledge of current special education standards and regulations to inform AI training processes.
- Communicate effectively through both written and verbal channels to relay insights and suggestions for AI enhancement.
- Support the creation of a diverse and inclusive AI learning environment by recognizing and addressing a variety of learning needs.

Required Skills and Qualifications

- Certified or licensed Special Education Teacher with experience in preschool settings.
- Strong written and verbal communication skills, with meticulous attention to detail.
- Thorough understanding of individualized education programs (IEPs), early intervention, and inclusive teaching methodologies.
- Demonstrated expertise in classroom management and adaptive instructional strategies.
- Comfort working independently in a remote environment and with digital tools.
- Ability to critically evaluate educational materials and scenarios for accuracy and alignment with best practices.
- Passion for supporting AI training with real-world educational insights.

Preferred Qualifications

- Experience participating in or leading professional development activities for special educators.
- Familiarity with AI, technology in education, or data annotation is a plus.
- Advanced degrees in Special Education or closely related fields."
Social and Community Service Manager,50,100,300,https://jobs.micro1.ai/post/cf2fa0bb-3018-4262-8903-90c844ab3c8f?referralCode=61d1e811-aef5-4ec1-b95e-4ddeef056fa9&utm_source=referral&utm_medium=share&utm_campaign=job_referral,40,"Job Title: Social and Community Service Manager

Job Type: AI Training Subject Matter Expert

Location: Remote

Job Summary:

Join our customer’s team as a Social and Community Service Manager, where your firsthand expertise will play a crucial role in developing advanced AI systems. In this unique position, you will provide real-world insights into social and community service management to train and refine AI models, enhancing their understanding and effectiveness in addressing community needs.

Key Responsibilities:

- Serve as a subject matter expert, providing detailed, accurate feedback on social and community service management practices for AI training purposes.
- Analyze and interpret case studies, documentation, and scenarios to inform AI system behavior and responses.
- Collaborate with AI developers to ensure industry-specific knowledge and ethical standards are integrated into training datasets.
- Evaluate AI-generated content for accuracy and relevance, suggesting improvements based on practical experience.
- Contribute to the creation of realistic dialogue, decision-making pathways, and intervention strategies for the AI.
- Stay updated with current trends, regulations, and best practices in social and community services to ensure AI models are informed by the latest industry standards.
- Communicate findings and recommendations clearly through both written reports and virtual meetings.

Required Skills and Qualifications:

- Extensive professional experience in social and community service management or a closely related field.
- Exceptional written and verbal communication skills, with a passion for detail and clarity.
- Strong analytical and critical thinking abilities, especially in problem-solving and scenario analysis.
- Demonstrated ability to synthesize complex information for technical and non-technical audiences.
- Comfort with remote, collaborative work in a technology-driven environment.
- Commitment to accuracy, confidentiality, and ethical practices in all tasks.
- Proficiency in using digital collaboration tools and platforms.

Preferred Qualifications:

- Previous experience contributing to AI or technology-driven projects in the social services sector.
- Advanced degree or certifications related to social work, community services, or public administration.
- Demonstrated experience providing training or mentorship to peers or stakeholders."
Geoscientist,55,104,300,https://jobs.micro1.ai/post/b9516c0d-2269-4723-8ff0-62f038fd214c?referralCode=61d1e811-aef5-4ec1-b95e-4ddeef056fa9&utm_source=referral&utm_medium=share&utm_campaign=job_referral,1,"Job Title: Geoscientist - AI Trainer

Job Type: Permanent

Location: Remote

Job Summary

Join our customer's team as a Geoscientist - AI Trainer, where you will play a pivotal role at the intersection of Earth sciences and cutting-edge artificial intelligence. You will leverage your geoscience expertise to train and guide AI models, ensuring accuracy, relevance, and quality in environmental, resource exploration, and geospatial data applications. If you are passionate about both geoscience and technology—and excel in communicating complex technical information—this is your opportunity to impact AI solutions in real-world geoscientific challenges.

Key Responsibilities

- Collaborate with data scientists and engineers to develop, review, and validate AI training datasets drawn from geological surveys, field studies, and research outputs.
- Analyze and interpret geological, geochemical, and geophysical data using advanced software tools, providing critical insights for AI training and validation.
- Apply expertise in areas such as mineralogy, stratigraphy, and seismology to classify, annotate, and evaluate Earth science data inputs for algorithmic improvement.
- Investigate the composition, structure, and history of Earth’s crust through the examination and measurement of soils, rocks, minerals, and fossil remains.
- Assess and identify natural disaster risks—including mudslides, earthquakes, and volcanic eruptions—by synthesizing data sources and training models to recognize early indicators.
- Author clear, comprehensive documentation and communicate scientific concepts effectively to cross-functional teams in both written and verbal formats.
- Support the development and continuous improvement of AI-driven solutions for resource exploration, land reclamation, waste disposal, and environmental problem-solving.

Required Skills and Qualifications

- Bachelor’s or advanced degree in Geosciences, Geology, Geophysics, Earth Sciences, or a closely related field.
- Proven experience in geological data collection, analysis, and interpretation, including field studies and laboratory work.
- Proficiency with geological, geophysical, or geochemical analysis software and data visualization tools.
- Exceptional written and verbal communication skills, with the ability to translate complex scientific findings to diverse audiences.
- Strong analytical skills and attention to detail, with a passion for accuracy and scientific rigor.
- Demonstrated collaborative approach, thriving in multidisciplinary and remote team environments.
- Knowledge of AI concepts or willingness to learn and apply AI in geoscience workflows.

Preferred Qualifications

- Prior experience as a project geologist, environmental protection geologist, or in similar specialist roles (e.g., mineralogist, stratigrapher, geodesist, seismologist).
- Familiarity with AI data labeling, annotation, or training pipelines in technical or scientific domains.
- Experience communicating with and mentoring technical and non-technical stakeholders."
Occupational Health and Safety Specialist,80,150,300,https://jobs.micro1.ai/post/e2eea03e-4cff-4c6c-8564-6effe3cffdf3?referralCode=61d1e811-aef5-4ec1-b95e-4ddeef056fa9&utm_source=referral&utm_medium=share&utm_campaign=job_referral,40,"Job Title: Occupational Health and Safety Specialist

Job Type: Subject Matter Expert (AI Training)

Location: Remote

Job Summary

Join our customer’s team as an Occupational Health and Safety Specialist, contributing your expertise to cutting-edge AI training initiatives. You will play a critical role in shaping intelligent systems by providing accurate, context-rich input to train and enhance AI models on complex safety practices and regulatory requirements. This is an exciting opportunity to impact the future of workplace safety through technology.

Key Responsibilities

- Serve as the primary subject matter expert on occupational health and safety topics for AI training projects.
- Review, assess, and provide high-quality written and verbal feedback on safety practices and documentation.
- Curate and validate content to ensure alignment with current regulatory guidelines and industry best practices.
- Collaborate with project managers, AI trainers, and developers to optimize data quality for model training.
- Identify gaps or inconsistencies in training materials and propose improvements.
- Translate complex safety scenarios into structured, actionable information for AI consumption.
- Stay updated on latest occupational health and safety trends and integrate relevant changes into training materials.

Required Skills and Qualifications

- Strong background in occupational health and safety with in-depth knowledge of regulations and compliance standards.
- Exceptional written and verbal communication skills with the ability to convey complex concepts clearly.
- Attention to detail and analytical thinking for reviewing and curating technical materials.
- Proficiency in interpreting safety data, policies, and incident documentation.
- Experience collaborating with cross-functional teams, ideally in a remote environment.
- Demonstrated commitment to accuracy, quality, and continuous learning.
- Tech-savvy, comfortable working with digital collaboration and documentation tools.

Preferred Qualifications

- Experience supporting AI, machine learning, or technology-focused projects.
- Certifications in occupational health and safety (e.g., CSP, CIH, NEBOSH).
- Experience in digital content creation or technical writing related to safety topics."
Credit Analyst,60,110,300,https://jobs.micro1.ai/post/071fb3e2-67e2-40cd-8589-6fc50d6e92b4?referralCode=61d1e811-aef5-4ec1-b95e-4ddeef056fa9&utm_source=referral&utm_medium=share&utm_campaign=job_referral,40,"Job Title: Credit Analyst

Job Type: Credit Analyst for AI Training

Location: Remote

Job Summary

Join our customer’s team as a Credit Analyst and play a pivotal role in training next-generation AI systems by leveraging your expertise in credit analysis. This unique opportunity allows you to apply your analytical skills to a cutting-edge context, shaping how AI understands and interprets financial data. You will collaborate remotely in a dynamic environment focused on innovation and high-impact outcomes.

Key Responsibilities

- Evaluate, review, and interpret credit data and financial statements to assist in AI model training.
- Generate accurate, insightful assessments of creditworthiness based on provided datasets and scenarios.
- Document credit analysis findings in clear, concise written formats for AI training purposes.
- Collaborate with cross-functional teams to ensure relevance and accuracy of AI training materials.
- Identify risks, trends, and inconsistencies in financial data and communicate these effectively.
- Provide feedback on AI models’ analysis, suggesting improvements based on domain expertise.
- Contribute to the development and refinement of training materials and evaluation standards.

Required Skills and Qualifications

- Demonstrated experience in credit analysis, risk assessment, or a related financial field.
- Exceptional written and verbal communication skills, with a strong emphasis on clarity and detail.
- Proficiency in interpreting financial statements and complex credit information.
- Strong critical thinking and analytical problem-solving abilities.
- High level of accuracy and attention to detail in data analysis and documentation.
- Adept at remote collaboration and self-motivation in a virtual work setting.
- Comfortable working with technology and adapting to new tools quickly.

Preferred Qualifications

- Experience participating in AI training, annotation, or data validation projects.
- Background in financial modeling or quantitative analytics.
- Familiarity with regulatory standards in credit or financial risk management."
"Education Teacher, Postsecondary",49,98,300,https://jobs.micro1.ai/post/6093909f-8ec9-4478-a0fb-159d3878f4d4?referralCode=61d1e811-aef5-4ec1-b95e-4ddeef056fa9&utm_source=referral&utm_medium=share&utm_campaign=job_referral,1,"Job Title: Education Teachers, Postsecondary

Job Type: Remote, Specialized Project

Location: Remote

Job Summary:

Join our customer’s team as an Education Teacher, Postsecondary, and play a pivotal role in the training of cutting-edge AI models. Leverage your expertise in curriculum development, research, and student engagement to shape the next generation of artificial intelligence while working in a fully remote environment.

Key Responsibilities:

- Prepare comprehensive course materials, including syllabi, homework assignments, and handouts, tailored for advanced AI training applications.
- Conduct in-depth research in your academic field and integrate the latest findings into AI model training content.
- Compile, administer, and grade assessments or oversee this process, ensuring high standards for data quality and reliability.
- Stay current with academic advancements by engaging with scholarly literature, participating in professional conferences, and collaborating with colleagues.
- Supervise and mentor students engaging in fieldwork, internships, and research, contributing their insights to AI data training.
- Provide clear and effective written and verbal communication to facilitate the accurate translation of educational content into AI-readable data.
- Collaborate closely with AI development teams to align educational materials with model training objectives.

Required Skills and Qualifications:

- Advanced degree (Master’s or Ph.D.) in Education, a relevant academic discipline, or equivalent experience in postsecondary teaching.
- Proven experience in curriculum design, instructional delivery, and academic assessment.
- Exceptional written and verbal communication skills, with attention to detail and clarity.
- Ability to conduct and apply research in educational contexts.
- Demonstrated ability to supervise and mentor students in research or fieldwork settings.
- Strong organizational skills and the capacity to handle multiple projects in a remote, asynchronous environment.
- Technological proficiency with digital learning and collaboration tools.

Preferred Qualifications:

- Experience contributing to or training AI, machine learning, or language models.
- Publication record in peer-reviewed journals, books, or electronic media.
- Active participation in academic or professional networks related to education and technology."
Occupational Therapy Assistant,75,200,300,https://jobs.micro1.ai/post/f1d586f6-b528-4ff0-91af-791edf635063?referralCode=61d1e811-aef5-4ec1-b95e-4ddeef056fa9&utm_source=referral&utm_medium=share&utm_campaign=job_referral,20,"Job Title: Occupational Therapy Assistant

Job Type: Full-time or Part-time, contract.

Location: Remote

Job Summary

Join our customer's team as an Occupational Therapy Assistant and play a vital role in enhancing patient well-being from the comfort of your own space. In this dynamic remote role, you will contribute to empowering individuals by facilitating therapeutic activities and supporting the development of adaptive skills, while also participating in innovative AI training initiatives designed to advance your expertise.

Key Responsibilities

- Encourage and motivate patients during therapeutic and adaptive activities tailored to their needs.
- Implement and monitor individualized therapeutic programs to improve patient functioning and independence.
- Teach basic living skills, adaptive techniques, and medical equipment usage to patients and their caregivers.
- Record and maintain accurate patient medical records, progress notes, and vital statistics.
- Communicate patient status, progress, and needs effectively to other healthcare professionals on the team.
- Prepare reports, documentation, and ensure readiness of medical instruments and assistive devices.
- Assist in administering screening tests, compiling patient assessments, and scheduling therapy sessions or appointments.

Required Skills and Qualifications

- Strong written and verbal communication skills, with the ability to convey empathy and clarity in remote settings.
- Associate’s degree from an accredited Occupational Therapy Assistant program.
- Certified Occupational Therapy Assistant (COTA) credential, or eligibility to obtain.
- Proficient with medical documentation and digital record-keeping systems.
- Ability to teach and support patients in the use of adaptive equipment and daily living activities.
- Strong organizational and clerical skills, including scheduling and inventory management.
- Demonstrated initiative for continuous learning and professional development.

Preferred Qualifications

- Experience with AI-driven training tools or a willingness to engage in AI training as part of ongoing development.
- Previous remote healthcare or telehealth experience.
- Comfort with interdisciplinary collaboration and patient-family education."
Network and Computer Systems Administrators,62,120,300,https://jobs.micro1.ai/post/782c179f-91b9-4f87-ba27-f5a9f4e9be19?referralCode=61d1e811-aef5-4ec1-b95e-4ddeef056fa9&utm_source=referral&utm_medium=share&utm_campaign=job_referral,48,"Job Title: Network and Computer Systems Administrators

Job Type: AI Trainer

Location: Remote

Job Summary:

Join our customer's team as a Network and Computer Systems Administrator, where you will play a pivotal role in maintaining and optimizing enterprise-level networks and computing environments. This position offers the unique opportunity to contribute to impactful projects, support AI training initiatives, and collaborate with a diverse technical team—all from the comfort of your remote workspace.

Key Responsibilities:

- Maintain and administer computer networks, including hardware, systems software, application software, and all configurations.
- Perform regular data backups and oversee disaster recovery operations to ensure business continuity and data integrity.
- Diagnose, troubleshoot, and resolve hardware, software, or network issues, proactively replacing defective components as needed.
- Configure, monitor, and maintain critical applications such as email, virus protection, and remote monitoring tools.
- Operate master consoles to monitor computer and network performance, ensuring optimal system access and uptime.
- Collaborate with cross-functional teams to define project requirements and deliver robust, secure solutions that meet business needs.
- Support AI training initiatives by maintaining reliable and high-performance computing infrastructure.

Required Skills and Qualifications:

- Hands-on experience with Amazon EC2, Blackboard software, ServiceNow, Apache Kafka, and Apache Maven.
- Proficient in scripting and automation using Microsoft PowerShell, Bash, and Unix Shell.
- Strong background in database management and querying with Transact-SQL.
- Expertise in monitoring and diagnostic tools such as Nagios, Quest Foglight, Wireshark, and remote monitoring software.
- Comprehensive understanding of Microsoft Windows Server, Red Hat Enterprise Linux, and system configurations.
- Familiarity with web and application frameworks including Apache Tomcat, Django, Microsoft ASP.NET, and Node.js.
- Exceptional written and verbal communication skills, with a commitment to clear documentation and effective team collaboration.

Preferred Qualifications:

- Experience supporting AI or machine learning infrastructure environments.
- Knowledge of algorithms and their practical application in system optimization and automation.
- Certifications related to network and system administration or cloud technologies.

Be part of a forward-thinking and dynamic environment, leveraging your expertise to help train and maintain mission-critical AI systems. If you thrive in a fast-paced, technology-driven setting and have a passion for communication and problem-solving, we invite you to make a significant impact on our customer's team."
Insurance Claims and Policy Processing Clerk,30,55,300,https://jobs.micro1.ai/post/0c03779a-36ac-4c53-9281-32f003916fbc?referralCode=61d1e811-aef5-4ec1-b95e-4ddeef056fa9&utm_source=referral&utm_medium=share&utm_campaign=job_referral,1,"Job Title: Insurance Claims and Policy Processing Clerk

Job Type: Contract

Location: Remote

Job Summary

Join our customer's dynamic team as an Insurance Claims and Policy Processing Clerk , where your expertise in insurance operations will help shape the future of AI-powered solutions. In this unique hybrid role, you will process insurance claims and policies while also providing hands-on feedback to AI systems, ensuring accuracy and compliance. Engage with both technology and people to drive innovation in a remote, flexible environment.

Key Responsibilities

- Prepare insurance claim forms and related documents, reviewing them for completeness and accuracy.
- Calculate claim amounts in accordance with policy terms and company standards.
- Post or attach relevant information to claim files, ensuring thorough documentation.
- Transmit claims for payment or further investigation as needed, following internal protocols.
- Contact insured individuals or other involved parties to gather missing or additional information.
- Collaborate closely with the AI development team, providing structured feedback to enhance claims- and policy-related AI models.
- Utilize excellent written and verbal communication to document real-world scenarios and clarify insurance terminology for AI training purposes.

Required Skills and Qualifications

- Proven experience processing insurance claims and policies, with a strong understanding of related workflows.
- Exceptional written and verbal communication skills, with a keen attention to detail.
- Ability to analyze documents for completeness and accuracy.
- Comfortable working remotely and utilizing digital collaboration tools.
- Strong organizational and time management abilities.
- Proficient in navigating insurance software and document management systems.
- Demonstrated commitment to operational integrity and customer care.

Preferred Qualifications

- Previous experience working with or training AI, machine learning models, or process automation tools.
- Knowledge of regulatory requirements and compliance in the insurance sector.
- Experience in customer service or claims investigation roles."
